baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,countChange,ensg
1302.17026328712,-1.49056979095838,0.279240915301315,1.9831711050649e-08,1.07990277241134e-05,EPB41L3,-838.764366594103,ENSG00000082397
358.847242224584,-2.84278826442167,0.466672059119264,2.32655934965831e-08,1.22602172696833e-05,SPATS2L,-308.82708251309,ENSG00000196141
63.0793994424315,-4.50421435825363,0.715722573203434,2.51048189513634e-08,1.2816010074671e-05,HES4,-60.2997890857334,ENSG00000188290
1990.90700808055,-1.12307929867671,0.199617138407842,3.30851365961207e-08,1.58964350421832e-05,CMTR1,-1076.85602743235,ENSG00000137200
2831.08003046016,-1.30320432201813,0.260336095247226,3.27790381805879e-08,1.58964350421832e-05,MS4A7,-1683.85515580627,ENSG00000166927
602.695590330028,-1.49720005190774,0.259379475208432,3.58032759254157e-08,1.67109233005026e-05,PNPT1,-389.196568893525,ENSG00000138035
1734.57718111607,-0.81939579818985,0.158925207497509,4.74174576095371e-08,2.15169885419277e-05,IER5,-751.628339418865,ENSG00000162783
888.622224376446,-1.06848017252447,0.195611864126879,5.14902313679122e-08,2.27336329628706e-05,TMEM268,-464.908443717053,ENSG00000157693
2084.18159851263,-1.16989081862536,0.213977574135011,5.53511386734464e-08,2.37951631939321e-05,TRIM69,-1157.85671801506,ENSG00000185880
670.560631309837,-0.726849906159757,0.141394706959003,7.23538543301481e-08,3.03069888291615e-05,RIPK2,-265.393293115352,ENSG00000104312
10140.4790282999,-1.57468486385795,0.286025232570873,8.5984499609672e-08,3.511606964059e-05,PARP14,-6736.15340606055,ENSG00000173193
4865.03727143331,-0.896456944834783,0.174835862187603,9.15374289769923e-08,3.6472083896784e-05,XPO1,-2251.51779093401,ENSG00000082898
11697.1173055966,-1.48285289308537,0.284086595960513,1.31512419055881e-07,5.11520685165921e-05,STAT1,-7512.11554228667,ENSG00000115415
621.621610853815,-1.30023408304588,0.261901872242022,1.41523722254383e-07,5.37658494592464e-05,VAMP5,-369.205748139387,ENSG00000168899
167.734362423251,-0.810247819156228,0.164979112269663,1.63383020200788e-07,6.06596595000015e-05,FANCL,-72.07815791502,ENSG00000115392
1225.16454172559,-1.2854258390702,0.238717690595081,1.68018293721062e-07,6.09943743606059e-05,TRIM5,-722.541164022123,ENSG00000132256
466.251132296648,-1.26003525494576,0.256290469808698,1.79445444860897e-07,6.23706550478215e-05,DUSP5,-271.575545615685,ENSG00000138166
5088.49565449255,-1.94160379701926,0.353764321181571,1.78462648678854e-07,6.23706550478215e-05,SAMD9L,-3763.82344470205,ENSG00000177409
2120.41561999988,-1.23359454993399,0.240375515086222,1.88976672693535e-07,6.43150609400332e-05,SCARB2,-1218.69493397619,ENSG00000138760
1209.78391843289,-1.14899442522969,0.233044472492377,2.05252156350026e-07,6.70599845226804e-05,KYNU,-664.244645800132,ENSG00000115919
2473.84095899917,-1.342501773862,0.251792710633773,2.05223198559219e-07,6.70599845226804e-05,PML,-1498.31580403211,ENSG00000140464
1822.54423740883,0.00231729989575544,0.146892802824606,2.51735116761667e-07,8.0634213086639e-05,NA,2.92977734669103,ENSG00000227739
3061.83816058397,-0.783926713421149,0.167119299862121,2.72993352992013e-07,8.44696398827163e-05,APOL3,-1283.571950195,ENSG00000128284
477.444820699687,-1.21577374726596,0.231429051677218,2.74050619110184e-07,8.44696398827163e-05,ZNF496,-271.884720538699,ENSG00000162714
60.7732621227939,-2.13186975325222,0.403158202024721,2.79853803215032e-07,8.46609579503846e-05,P2RY6,-46.9071149313634,ENSG00000171631
441.500765429515,-1.58467219193897,0.306893882785703,2.88610730501875e-07,8.57226344268842e-05,AIM2,-294.304226723857,ENSG00000163568
64.1148840345215,-1.6124043821793,0.32305460468359,3.2299832881786e-07,9.42232267780101e-05,NHSL1,-43.1459295547285,ENSG00000135540
1231.68853516535,-1.04211303677569,0.216162478410235,3.65067988604061e-07,0.000101080519692135,MTHFD2,-633.56124775621,ENSG00000065911
1315.69398698994,-1.54415717048358,0.307611947953045,3.53088706091394e-07,0.000101080519692135,TFEC,-864.54782866909,ENSG00000105967
234.264681743936,2.18090045755044,0.560517036617444,3.59101333835946e-07,0.000101080519692135,BEND2,827.976840395077,ENSG00000177324
6409.28718469079,-2.23546769859113,0.414443047235872,3.87519558008006e-07,0.000105043392601761,OAS2,-5048.25968550052,ENSG00000111335
2513.4368097142,0.00255937003427499,0.146904569398477,3.92240875900309e-07,0.000105043392601761,NA,4.46284489688469,ENSG00000236884
203.206667719017,-1.73260492113111,0.363427092918981,4.00132052340924e-07,0.000105428342049054,P2RY2,-142.060125622906,ENSG00000175591
18.7400544014473,0.00196432627293116,0.146886714797496,4.14537520672049e-07,0.000107490237106327,TBC1D3C,0.0255332223871534,ENSG00000278299
2646.60507526942,-2.38616892170098,0.447108945353029,4.34940999821516e-07,0.000111018690204442,LY6E,-2140.33679164156,ENSG00000160932
141.790485127926,0.00193383582714507,0.146887219858127,4.43780200647612e-07,0.000111532205504298,NA,0.190188062947243,ENSG00000206286
1820.73207962034,-1.73811553335953,0.331158539580068,4.85134630162648e-07,0.000120078171489955,IFIH1,-1274.947661424,ENSG00000115267
4504.54729091107,1.58674371958804,0.370609179364909,5.20842481731901e-07,0.000126992280321975,TUBB1,9025.78946101607,ENSG00000101162
114.706280941133,0.082305665957876,0.180750378332947,5.38294195782976e-07,0.000127443101192909,CEMP1,6.73425449173317,ENSG00000205923
690.704896539165,0.00135016703294174,0.146874550660929,5.35027830501606e-07,0.000127443101192909,NA,0.646708742090482,ENSG00000224212
2549.80616017998,-1.77753166660032,0.346461332771236,5.91378640807192e-07,0.000138010878231804,LAP3,-1806.07356392897,ENSG00000002549
26028.8436979432,-1.24478791683639,0.248808149526894,6.2812772076448e-07,0.00014452245699167,RNF213,-15045.4544715017,ENSG00000173821
4082.9428069893,-1.72528742945511,0.342112802518301,6.72158994529559e-07,0.000152505407425484,GBP1,-2848.10468365968,ENSG00000117228
2086.57454340836,-1.98622001292834,0.380972967211884,7.15679175778181e-07,0.00015799101372314,DDX60,-1559.92452618188,ENSG00000137628
4788.34629172616,-1.50720229625221,0.29238094705053,7.06149780770822e-07,0.00015799101372314,SAMD9,-3103.84072620113,ENSG00000205413
1157.10241021737,-1.12283842650239,0.232659323154038,7.50437947693468e-07,0.00016345539084694,CD2AP,-625.773127422047,ENSG00000198087
804.759871407627,-0.662239208000924,0.146382246497256,7.71692685357837e-07,0.000165873311947442,RPS27L,-296.23470961495,ENSG00000185088
983.560781538455,-0.776102231441427,0.172577168837375,7.94229987790131e-07,0.000168500533513501,TTYH2,-409.218020004408,ENSG00000141540
91.3284602421701,1.79672214782285,0.481285655878696,8.40889688429669e-07,0.00017611248654086,GIPC3,225.973968288566,ENSG00000179855
122.250106974732,-1.48673717567703,0.294672960591882,8.57483345235405e-07,0.00017731453073121,ZNF684,-78.6289919863529,ENSG00000117010
820.538336030468,-1.23385563231628,0.272450756397868,8.76990443590386e-07,0.000179081448581157,GPBAR1,-471.662154182544,ENSG00000179921
137.062036804715,-2.42759117738372,0.463589040530768,8.99025356238474e-07,0.000181314545919898,RUFY4,-111.585556983638,ENSG00000188282
9987.78421041442,-1.49292011327237,0.295420538549262,9.13995982211581e-07,0.000182085833724492,TRIM22,-6439.1975514348,ENSG00000132274
162.195267163596,1.43846852316756,0.386912360015768,1.03170284433055e-06,0.000200741618354742,VSIG2,277.407432370221,ENSG00000019102
1623.21566005305,-1.39088242536705,0.279872026105269,1.03221694060959e-06,0.000200741618354742,MOV10,-1004.23241504873,ENSG00000155363
2152.06930860017,-3.14393374234964,0.607238308914906,1.04566953479457e-06,0.000200965382592989,IFI6,-1908.60354826763,ENSG00000126709
3119.99217305058,-1.06771438973059,0.219908741467487,1.12901794954624e-06,0.000212547432823087,TRIM14,-1631.52436475712,ENSG00000106785
4208.72704706774,-2.4557420439992,0.481274043478959,1.13195559840895e-06,0.000212547432823087,XAF1,-3441.5444475123,ENSG00000132530
4481.50025287268,-1.7386707307108,0.345514322915136,1.18909613426233e-06,0.000218259263475387,HELZ2,-3138.63825812124,ENSG00000130589
7063.4491172068,-1.46632522197459,0.295337052519116,1.18617398462027e-06,0.000218259263475387,STAT2,-4507.16603524314,ENSG00000170581
251.557267833891,-2.04670445682956,0.431023635824992,1.22495805380622e-06,0.000222343497410871,SDC3,-190.671268941882,ENSG00000162512
2513.62380669801,1.80240214107222,0.463774760042023,1.28615881489924e-06,0.000230886707694439,ITGA2B,6253.90879897358,ENSG00000005961
1263.25137961654,-2.79554529997416,0.56772013536043,1.40873806973027e-06,0.000250142881599061,JUP,-1081.30358676121,ENSG00000173801
337.980694802612,-1.79334637465436,0.357402570533567,1.48044717775131e-06,0.000259352926223357,NEXN,-240.472561352649,ENSG00000162614
3418.43661028802,-1.36507103060108,0.280055684723701,1.49235890456633e-06,0.000259352926223357,PARP10,-2091.34713617036,ENSG00000178685
496.498666498963,-1.3442907545301,0.278097280668719,1.68798957839343e-06,0.000290263134238263,GRAMD1B,-300.953877813152,ENSG00000023171
411.403045951294,-1.09899108261757,0.248689769393039,1.77519630745757e-06,0.00030207923831903,IL15,-219.342472176424,ENSG00000164136
2063.37662015866,-1.68506132829155,0.342873689249421,1.87789964506186e-06,0.000310124132838868,PARP12,-1421.68775847664,ENSG00000059378
319.374885834508,-1.11773805243405,0.238105128357246,1.87942514391821e-06,0.000310124132838868,C4orf33,-172.201906691006,ENSG00000151470
264.001196011364,-1.99837301446712,0.48827912523354,1.87387015676108e-06,0.000310124132838868,NA,-197.926423817299,ENSG00000275993
1049.68747154018,-3.13979451643461,0.627289082750103,1.96790555106842e-06,0.000321477050822537,CMPK2,-930.594074293487,ENSG00000134326
6469.47637914351,-1.22942836473389,0.261487685519375,2.12823948215796e-06,0.000344226932480519,APOL6,-3710.33270128792,ENSG00000221963
342.859672472362,-3.43647810097228,0.707784255312041,2.22069253999615e-06,0.000355659150327226,USP18,-311.190740430019,ENSG00000184979
664.534858866802,-0.902295857206283,0.193728447965619,2.31770384654021e-06,0.000367592330457096,PARP11,-308.985705150997,ENSG00000111224
977.318208943582,-1.88047326454702,0.382103302220446,2.39911700818911e-06,0.000373256909007404,DHX58,-711.883854479819,ENSG00000108771
762.413338806451,-1.89843044007527,0.385441338222511,2.37846572274631e-06,0.000373256909007404,HERC6,-557.907374377193,ENSG00000138642
3711.83095273097,-1.41319699969317,0.303982964586277,2.45887757947169e-06,0.000378945510738203,UBE2L6,-2318.1174671142,ENSG00000156587
31.9726425166486,-3.21914065891015,0.654088966685104,2.65469011431818e-06,0.000405299230911232,NA,-28.5392723171019,ENSG00000225492
1903.58326657198,1.05498742249064,0.273538292443812,2.68489948008751e-06,0.000406115906543607,MTURN,2051.49186340187,ENSG00000180354
668.523981017481,-1.13548992900406,0.246636905465813,2.91558060008353e-06,0.000436962611770316,PI4K2B,-364.225025060441,ENSG00000038210
1663.25047817751,-0.381962077935464,0.0873753476967609,2.99386275985651e-06,0.000444615836772872,SNX14,-386.88333955071,ENSG00000135317
2471.83222929316,-3.48630505557975,0.726569680173929,3.08480193310653e-06,0.000453993913326381,ISG15,-2251.26723105954,ENSG00000187608
1023.26726444214,0.643177356029783,0.178356014367226,3.27502320854933e-06,0.000477685527989838,THRA,574.835701211481,ENSG00000126351
3578.24624230549,-0.921142397707816,0.20243953226174,3.31502286788706e-06,0.000479240828051354,XRN1,-1688.60772882918,ENSG00000114127
2592.36864090296,-0.733395465335306,0.171463574764012,3.38167806720413e-06,0.000484588534261812,PSMA4,-1033.09360617728,ENSG00000041357
271.545282959653,-1.08113307954645,0.246079460856648,3.60902219324181e-06,0.000508249884041363,RASGEF1B,-143.197380140888,ENSG00000138670
1924.38473173808,0.571331763323957,0.147755914931401,3.60207122472146e-06,0.000508249884041363,COQ8A,935.04810886974,ENSG00000163050
827.416216271143,-0.468520623332846,0.110800917472654,3.76721614923269e-06,0.000521535957744621,CCDC90B,-229.438132654422,ENSG00000137500
881.045547704385,-0.638761808270378,0.147451580352987,3.76628218256555e-06,0.000521535957744621,NHLRC3,-315.181767538199,ENSG00000188811
1572.64769782082,-2.69731577879096,0.561586519603412,3.94634950778934e-06,0.000537229712993722,HERC5,-1330.17743325855,ENSG00000138646
26.6954793764665,-2.57319984410653,0.616694477525582,3.94429523237244e-06,0.000537229712993722,SLC16A14,-22.2098086983673,ENSG00000163053
473.038463628913,-1.06531663829409,0.269223548794247,4.25061110777427e-06,0.000573867628566946,RRAS,-246.988629625875,ENSG00000126458
9463.64366448981,2.1490638501309,0.788001590350343,4.32890435951955e-06,0.000579647390304192,ALPL,32511.3907501571,ENSG00000162551
166.057665297338,-1.27212835596908,0.290875108354001,4.59498957040951e-06,0.000607853440956719,PGAP1,-97.3017395106914,ENSG00000197121
1496.4337893054,1.7569143497249,0.513556179640688,4.61397078101329e-06,0.000607853440956719,ITGB3,3561.13065159961,ENSG00000259207
1913.84141018432,-1.02103688876776,0.228255867567103,4.85696385228266e-06,0.000634746891927116,SRGAP2,-970.772957728441,ENSG00000266028
119.661726874726,-2.60916840687423,0.549549172374557,5.06788457577664e-06,0.000657055257380057,LAMP3,-100.049933373294,ENSG00000078081
142.486785611455,0.00256594264879039,0.14689266564283,5.21359320675523e-06,0.000670624083665776,NA,0.253649064930187,ENSG00000273772
233.840484657945,-2.99914580449842,0.683789030341772,5.38361568679747e-06,0.000682267720115538,IDO1,-204.593112323299,ENSG00000131203
485.143099946506,-1.85126138177785,0.399342008199027,5.38764299062833e-06,0.000682267720115538,CTSL,-350.685717244801,ENSG00000135047
545.316087816585,-0.67446541044285,0.167508958444758,5.7160803992279e-06,0.000718291456936822,MRPS18C,-203.640468119464,ENSG00000163319
696.306455574764,-0.825867742260956,0.206079995007816,5.79908128662361e-06,0.000723158716780789,MTMR11,-303.490193468786,ENSG00000014914
859.973493007089,-0.780628463837838,0.1911381084317,6.12555732993967e-06,0.000758084125317382,ST3GAL5,-359.371606284159,ENSG00000115525
344.017748665141,-0.918936744170834,0.220712159290234,6.31694546073036e-06,0.00077010164960068,RBBP8,-162.067218533737,ENSG00000101773
522.605620917064,-0.980048886869395,0.261608615388666,6.27466061142125e-06,0.00077010164960068,CYSLTR2,-257.66413706196,ENSG00000152207
206.85200823311,0.00306915510359969,0.146918988110867,6.42431041448875e-06,0.00077738914763769,NA,0.440520450859111,ENSG00000283485
1976.86940314954,1.201906985724,0.329429484596381,6.639560770424e-06,0.0007975284172474,PRKAR2B,2570.79108529109,ENSG00000005249
344.618023112713,-0.837049828309519,0.194691573124402,6.87352316645328e-06,0.000819135896562235,TMEM62,-151.705295945733,ENSG00000137842
3484.14503821866,-1.09673536689513,0.257766498165746,6.91973272071428e-06,0.000819135896562235,FGD2,-1855.05164347474,ENSG00000146192
145.456727075552,1.47248564038855,0.437536877465352,7.43216124407871e-06,0.000869892275563407,RAB36,258.185094319927,ENSG00000100228
3149.18758843149,-0.983064667610347,0.228193574157603,7.50825237845497e-06,0.000869892275563407,UNC93B1,-1556.00123229661,ENSG00000110057
3464.93821445219,-0.963951359367641,0.231010372213464,7.50218129434844e-06,0.000869892275563407,TTYH3,-1688.63451088122,ENSG00000136295
2348.69523073401,-1.17680446175452,0.276121494196481,8.0993995149064e-06,0.000921827579391996,BST2,-1309.79648035363,ENSG00000130303
62.6776152202187,-1.2135130079972,0.326113275573959,8.16913607567848e-06,0.000921827579391996,HDX,-35.6499426866021,ENSG00000165259
1072.85424444179,-0.950655877190965,0.218710080660057,8.18223549288929e-06,0.000921827579391996,TDRD7,-517.762473483007,ENSG00000196116
2866.18950241994,1.07796613134114,0.281374546764363,8.12558927994381e-06,0.000921827579391996,NATD1,3184.50241954709,ENSG00000274180
3278.13367116357,-0.705683917663629,0.166371393325565,8.33819097605019e-06,0.000932963614964081,ANKFY1,-1268.14026838977,ENSG00000185722
674.732034891005,-0.960650479936367,0.241373647470024,8.59374213104013e-06,0.0009550161323311,CBR1,-328.037719911765,ENSG00000159228
7622.37213216293,-1.45182143973941,0.352087173606513,9.07697392009356e-06,0.00100190166188276,CD300E,-4835.94079338589,ENSG00000186407
3544.63798309092,-0.636865054693557,0.156354640630413,9.39040484514202e-06,0.0010295412989949,C1orf162,-1265.04977245168,ENSG00000143110
457.420055525426,-0.752293416521467,0.202514041475761,9.68090155522918e-06,0.00104774165209679,IQSEC2,-185.868485329456,ENSG00000124313
146.020706502029,-1.80436696589747,0.427031414051526,9.68468348840695e-06,0.00104774165209679,C2,-104.21400867039,ENSG00000206372
1483.15591491765,-1.69514388016854,0.375306458180187,9.79521238735476e-06,0.0010527275628936,ZBP1,-1025.12198221708,ENSG00000124256
3309.42601066481,-0.70857655030592,0.169976711955516,1.09919250625342e-05,0.00117362148902979,NUB1,-1284.3101265978,ENSG00000013374
2189.76031880143,-1.81148307210707,0.407523077915687,1.2598906645786e-05,0.0013364658374387,PLSCR1,-1565.90218721841,ENSG00000188313
39.0651337206885,-1.5470959584438,0.389209391360691,1.28675936403494e-05,0.00135616135295967,CACNA1A,-25.6971155999605,ENSG00000141837
1426.90947171017,-1.51678482754366,0.3485205497521,1.32840637804163e-05,0.0013910799097236,IFI35,-928.256179461329,ENSG00000068079
1519.55202886279,-2.52978599227935,0.566196915561247,1.34885077764979e-05,0.00139739991525803,OASL,-1256.41976121205,ENSG00000135114
96.6905464718721,-1.18421453104803,0.299919598511681,1.3515498690669e-05,0.00139739991525803,SMAD1,-54.1405116711016,ENSG00000170365
2658.35810149498,-1.47600289217091,0.338882754669306,1.36378849034703e-05,0.00140118545775528,DDX58,-1702.72245937745,ENSG00000107201
2327.13435205226,-0.646578059079017,0.158281724057329,1.48339295994479e-05,0.00151454421210363,ATP13A1,-840.575639050699,ENSG00000105726
1479.67424726636,-0.790238268207249,0.195799603147131,1.54716370291053e-05,0.00156984262426997,RTCB,-624.054709805045,ENSG00000100220
1654.28097055045,-1.03794456787041,0.252038129604944,1.5582597040858e-05,0.00157134139049047,TENT5A,-848.611651872579,ENSG00000112773
635.40641846361,-0.971416148627864,0.238602670372545,1.61150602892629e-05,0.001615065183346,ACP2,-311.345843310612,ENSG00000134575
529.440721824827,-0.645345441269614,0.172448417549804,1.64639625956533e-05,0.00163997129855239,RUFY3,-190.948256043182,ENSG00000018189
3570.4386862996,-2.193321249831,0.498042665621382,1.71968058651851e-05,0.00168506518423636,OAS1,-2789.77119784915,ENSG00000089127
1632.71983374062,-1.04353397348777,0.253617917234548,1.73292697693259e-05,0.00168506518423636,C19orf66,-840.625984481431,ENSG00000130813
2169.08431206183,-0.84312865776137,0.203307872722854,1.70667776789226e-05,0.00168506518423636,RUBCN,-959.964277940211,ENSG00000145016
1533.76932640186,-1.41038895032528,0.331137806422847,1.7269301130533e-05,0.00168506518423636,IFIT5,-956.749589330529,ENSG00000152778
13293.2440754675,-1.05282786182894,0.25462632116624,1.84978121143681e-05,0.00178804886804922,TMEM123,-6885.60247698362,ENSG00000152558
173.96669976357,0.642355090866722,0.176275727681958,1.93707738362457e-05,0.00186141741993476,CD3EAP,97.5735886691503,ENSG00000117877
676.140848738317,-0.599775436676081,0.154069591315968,1.95797764730503e-05,0.00187049841206871,NOD1,-229.984808176957,ENSG00000106100
1259.48912816954,-0.461906229610961,0.127941577280824,1.9930297658349e-05,0.00188926767408726,ZNF706,-345.066861641509,ENSG00000120963
1207.14053393673,-0.680547147492387,0.181101518855962,2.01231987812919e-05,0.00188926767408726,TOR3A,-453.97102779707,ENSG00000186283
227.985484069205,-0.0199449909413191,0.14889913725515,2.01034107671616e-05,0.00188926767408726,LILRB3,-3.13017010150966,ENSG00000277816
2006.78271439044,-0.738938237097261,0.188124599514054,2.05398334104708e-05,0.00191736410624829,SLC3A2,-804.358323502921,ENSG00000168003
248.377291208153,-1.44168412780201,0.33541153309962,2.10717231476491e-05,0.00195583903034088,TIMM10,-156.940343635387,ENSG00000134809
3388.4794397873,-0.984836793025932,0.248910719438223,2.12901933517277e-05,0.00196495253442839,SIDT2,-1676.33878667996,ENSG00000149577
1464.76788493517,0.544993096275795,0.154492427520162,2.15612051652927e-05,0.00197878566056305,NUDT5,672.348032016107,ENSG00000165609
26.2070934957956,-3.86169988359691,0.86913387799744,2.18140331602821e-05,0.00199080472461658,HESX1,-24.4043607030736,ENSG00000163666
1029.73022232823,-0.861328520887585,0.226810414741819,2.23228444360357e-05,0.00202592214837267,SRC,-462.919915973345,ENSG00000197122
9681.78596727188,1.3732159581838,0.430297810687385,2.36754053667753e-05,0.0021368034368599,MME,15398.6263255309,ENSG00000196549
558.533707023989,-0.573510367932367,0.151478737647607,2.40464262173164e-05,0.00215836493783561,MVB12A,-183.210374360689,ENSG00000141971
493.426625756892,-1.05837234981085,0.266044618529906,2.47236160227612e-05,0.00220702181064387,ATF5,-256.496242554694,ENSG00000169136
2055.06510165698,-0.61813729946,0.169191192023477,2.52056818989196e-05,0.00223782619293886,SSB,-716.166414522753,ENSG00000138385
328.662928148037,-0.561656983096097,0.152950833309165,2.60865178271692e-05,0.00230351002824127,CMC2,-105.986051552378,ENSG00000103121
896.971571806999,-0.650255720292196,0.169043026821455,2.74075209753188e-05,0.00240714657340219,TRIM34,-325.450559288622,ENSG00000258659
763.713280549872,1.1895340360539,0.444647357916143,2.85712272335367e-05,0.00249593351918212,TSPAN33,978.156836153774,ENSG00000158457
1233.39603783443,-0.926842674979129,0.239118609659645,2.94528622530307e-05,0.00255926573279526,NCOA7,-584.619549678023,ENSG00000111912
131.84322851745,1.18392707824618,0.418851013425002,2.97906361544466e-05,0.00257491974719069,NA,167.697162598212,ENSG00000204745
3468.92107258737,0.686383007005864,0.207416568456418,3.00592401745576e-05,0.00258446182890302,GRAP2,2113.41902947454,ENSG00000100351
68.4358229279935,0.00258871037209167,0.146905030707091,3.04683390093404e-05,0.00260592034584599,NA,0.122908556112804,ENSG00000274465
840.24503984312,-0.768063958467934,0.206239956712405,3.14495273527708e-05,0.00266196621157961,ARSB,-346.848990974988,ENSG00000113273
2556.47819004184,-2.25923401912085,0.536982375833077,3.13347200210776e-05,0.00266196621157961,NA,-2022.47372911211,ENSG00000278032
843.353619690667,-0.452675482545591,0.12543356454116,3.54401811257536e-05,0.00296897845574518,NDUFA9,-227.126489572451,ENSG00000139180
926.515363044329,-0.0304160856612533,0.150868134654471,3.54149479137786e-05,0.00296897845574518,TSEN34,-19.3290885119512,ENSG00000170892
50.1777380129386,-2.91409083481742,0.67700468530957,3.57101120083853e-05,0.0029763285192295,EXOC3L1,-43.5206802046839,ENSG00000179044
89.9289664535516,-2.10996136726364,0.510604912916593,3.64207253953065e-05,0.0030201470561306,EREG,-69.0966319256774,ENSG00000124882
732.219128464598,0.0150064241276447,0.147895005820637,3.70202534105994e-05,0.00305435787735127,NA,7.65604359536906,ENSG00000277177
1368.52770746455,-0.838784712199349,0.219832422766665,3.78712025113988e-05,0.00310886414184025,ACOT9,-603.364222743487,ENSG00000123130
7950.30009120094,0.49267136323725,0.151598501939517,4.10197163769953e-05,0.00335049043367298,PACS1,3236.15233846816,ENSG00000175115
1134.69772518898,-1.06196064093016,0.275110548467053,4.20191408199266e-05,0.00341504818126528,GPD2,-591.199441375232,ENSG00000115159
1167.60718506252,-0.336739732999928,0.0911767235045586,4.25281361676874e-05,0.00342579612376973,TFG,-243.062303820647,ENSG00000114354
1441.09064837154,-0.682214763687146,0.191834520242619,4.25708014890582e-05,0.00342579612376973,AZI2,-542.99169022903,ENSG00000163512
386.998282571999,1.29011249318811,0.417193811157618,4.29589341308246e-05,0.00344008405863309,CTDSPL,559.394884270348,ENSG00000144677
408.637854068361,-0.527789446795722,0.146030364367784,4.32729413897194e-05,0.0034483257099632,NADK2,-125.199811527,ENSG00000152620
